x,y
0.19928951886096918,0.2858766412761586
0.20971129108879152,0.7785472124167874
0.18370741239636246,0.46605865287867326
0.2171774598272108,0.7489774627388
0.19629410646838635,0.46859319808257016
0.197111939218353,0.49203416138897055
0.20875716040742462,0.5398158517182851
0.19704378132716308,0.282599822286899
0.5820839799550526,0.1852698695069855
0.47298487399780226,0.18916353099296673
0.4383951008229347,0.1956598171570334
0.315665268726945,0.2179309716790384
0.24564921878654505,0.18629397435823575
0.4575679893989499,0.1803661611579507
0.47319221498521147,0.18992179049120927
0.49181798952228567,0.184513540478101
0.2541973088175802,0.1827314582565247
0.20737265983279035,0.1948006555432006
0.2563351185826651,0.2142406157926942
0.3297906140177819,0.204882014545243
0.3426423258148992,0.18043522166234202
0.6426958654875079,0.1939155717863935
0.4165504901642286,0.19536533249322494
0.20823237473167822,0.18569460858486037
0.7705304292017634,0.21752042606508587
0.6439131302834549,0.18283600862268956
0.7434749319690368,0.18196745780143592
0.7285319021597745,0.20446484345943564
0.2099544389004797,0.20503702010242686
0.7535987040357479,0.2175322870119932
0.5869907100686189,0.21457971591825736
0.21263029192482613,0.20399614256735948
0.26089282561669985,0.18384674916376015
0.220936091937955,0.20347449977427506
0.42676149423055454,0.19241445670144053
0.543464936533697,0.20498760975642003
0.541073955631895,0.20509115504125766
0.4542765894949142,0.1884273421214959
0.22551860439171653,0.18373013646934366
0.29577358030808276,0.19454266368143824
0.6080178451808456,0.21127641498036298
0.40882683474965253,0.2077547953418712
0.4327440411334065,0.19408443668126765
0.22172849912510798,0.2058701287948058
0.6404280690380904,0.2135680063947986
0.25964186067775236,0.18368354053288669
0.3844277910139533,0.1902151920913132
0.33117106633830384,0.20570158534461674
0.7302249429339085,0.18874927261390348
0.25911780075772295,0.20171121165244665
0.7333478159020566,0.1814404362820009
0.6152225523237368,0.18663987821319836
0.3097988514145067,0.1906200265731904
0.5325418718769963,0.19214612266416808
0.6908681433658805,0.20024800789620745
0.3621152649312097,0.20941631715355974
0.6640382335922637,0.19299340625407252
0.6844690998017349,0.18935549415794084
0.44864381558247235,0.18522127973547556
0.34003951111142294,0.20110559034905015
0.46972849209423206,0.21771018847948964
0.4924888685359522,0.18817784128898155
0.5217578222525704,0.2090043213645359
0.42907408649591494,0.19763073650520582
0.49061429563781134,0.20085793137018465
0.7499583036718316,0.19427145599226797
0.4970139530620582,0.21349745974102075
0.6058685968270677,0.18076740338820815
0.25453549672347825,0.20544497447492854
0.38434479577913844,0.20997549706597105
0.7263219040345352,0.19483250284878698
0.3476207487807343,0.21829743604080928
0.6740291007754223,0.19009246268783536
0.7510414069653208,0.19078828792491714
0.2181011213121287,0.19306473395659313
0.45123744773832153,0.18179811823557104
0.4284734610439105,0.18829453077612526
0.7581861127412957,0.19366514421332687
0.5230172566266864,0.19252793504313293
0.44893249094721205,0.18655577317727262
0.6659518993384387,0.1889111233269899
0.269074195672381,0.18966355942964722
0.28374770850808056,0.19229741356302502
0.6417590914134714,0.19058875404071704
0.33375276483938854,0.19022896388404442
0.4685371074199433,0.20070943814685036
0.5388457411204319,0.20976025749680574
0.43929030082622994,0.2154234539095389
0.3292144593458012,0.20993563433839146
0.5354835320603729,0.2179206693947618
0.21583226678534437,0.1820183111079845
0.2896071041036859,0.19349273343791812
0.419460837594546,0.19233796061899835
0.39860255440309367,0.20403158911242944
0.6199764660053784,0.18534593666002228
0.7073260368012964,0.20852478577931996
0.38941586884424917,0.190457260417605
0.5110861193937264,0.1820287446387194
0.3365132701053409,0.19890142633166563
0.5203654205110422,0.2148423319548401
0.500409639158726,0.20667892664786244
0.45779203230647203,0.1955346638439631
0.7862705943755941,0.1925759536147381
0.7535900022436091,0.21456232899662603
0.3496746455513715,0.20675227698868107
0.4743352248387797,0.21232197304308723
0.35873151343776755,0.19666949231635716
0.7285520534034065,0.195273873448241
